,S1_BSA_Blank_U13C_labeled_glucose,S1_BSA_Blank_unlabeled_glucose,S2_SA_Blank_U13C_labeled_glucose,S2_SA_Blank_unlabeled_glucose,S3_LPS853_BSA_unlabeled_glucose8h,S4_LPS853_BSA_unlabeled_glucose8h,S5_LPS853_BSA_unlabeled_glucose8h,S6_LPS853_BSAandSA_unlabeled_glucose8h,S7_LPS853_BSAandSA_unlabeled_glucose8h,S8_LPS853_BSAandSA_unlabeled_glucose8h,S9_LPS853_BSA_U13C_labeled_glucose8h,S10_LPS853_BSA_U13C_labeled_glucose8h,S11_LPS853_BSAU13C_labeled_glucose8h,S12_LPS853_BSAandSA_U13C_labeled_glucose8h,S13_LPS853_BSAandSA_U13C_labeled_glucose8h,S14_LPS853_BSAandSA_U13C_labeled_glucose8h,S15_LPS853_BSA_U13C_labeled_glucose4h,S16_LPS853_BSA_U13C_labeled_glucose4h,S17_LPS853_BSA_U13C_labeled_glucose4h,S18_LPS853_BSAandSA_U13C_labeled_glucose4h,S19_LPS853_BSAandSA_U13C_labeled_glucose4h,S20_LPS853_BSAandSA_U13C_labeled_glucose4h,S21_LPS853_BSA_U13C_labeled_glucose2h,S22_LPS853_BSA_U13C_labeled_glucose2h,S23_LPS853_BSA_U13C_labeled_glucose2h,S24_LPS853_BSAandSA_U13C_labeled_glucose2h,S25_LPS853_BSAandSA_U13C_labeled_glucose2h,S26_LPS853_BSAandSA_U13C_labeled_glucose2h,S26_LPS853_BSAandSA_U13C_labeled_glucose2h_redo,Burn_inQCpool1,Burn_inQCpool2,Burn_inQCpool3,Burn_inQCpool4,Noinj_Blank_2,Noinj_Blank_redo26_2,qcpool_redo26_1,qcpool_redo26_2,qcpool_redo26_3,qcpool_redo26_4,qcpool_redo26_5,qcpool2,qcpool3,qcpool4,qcpool5
Coenzyme A_18,9163.97847,12851.59612,10214.75501,7961.926544,11422.15146,9120.983727,9750.466675,13577.12495,11798.59119,7463.809488,10206.60549,10779.12358,4897.885521,4434.109315,11339.11473,4086.07379,3584.758489,7690.625358,3379.458566,5474.125299,5370.687649,6771.760577,702.0840629,13481.68206,7936.64655,11145.6336,12501.42939,12482.31889,9220.89215,16148.0388,7425.98006,8630.539909,7704.97277,854.3053504,4139.165284,8350.670519,11186.60577,3377.054265,5209.508204,13064.24505,8980.035789,230.7313624,9149.377683,3387.400327
Coenzyme A_19,7484.575525,8231.341095,4932.737369,5561.086317,8176.648311,10020.81812,8900.40091,7628.727251,3249.152444,7902.329947,8885.16689,10092.65124,10703.14594,9056.894906,2217.351354,13914.2205,6449.565147,13943.98257,1902.25904,11810.42763,0,10349.14521,13325.81659,9197.169578,6310.783613,10521.35391,0,10750.24258,5956.68566,5552.163964,10894.72109,9342.348167,11693.07554,10873.88688,6067.351925,10042.4512,0,7563.496279,10830.09096,8842.153156,9429.986527,17848.74375,3292.78215,11116.29006
Coenzyme A_20,6592.887678,1156.716543,1065.464312,10861.96933,7259.193251,6964.972812,13521.64721,6338.572799,8490.099758,10092.76128,5644.43874,8220.281248,8597.779313,12165.96328,12761.56656,0,5385.458736,1848.972072,9982.300679,9318.439631,6655.367294,7234.329878,2123.448875,11982.19594,10623.54286,7778.653325,4488.980657,0,8894.519162,2775.817081,5181.429269,8114.721053,7695.601766,15503.88478,9061.529251,9261.880631,9060.515636,10936.8261,0,12992.51085,5029.538065,11537.0601,8802.579053,3962.118268
Coenzyme A_21,3963.968133,5376.706725,12724.60856,6762.895449,15157.55118,13403.35247,11323.92962,15372.1933,15470.36469,14087.94098,18615.43346,7344.789321,9726.821101,14254.70147,15817.78227,15204.15426,15540.8069,22659.95112,15068.64938,20491.6368,19662.91881,14945.465,17333.78047,21204.65189,21529.7902,19066.48138,23021.34501,22688.73574,17833.39857,18107.14275,16946.89082,18044.84828,13437.60572,5351.289917,9138.824823,15461.74328,14791.85962,16283.14559,14077.71242,9082.062014,16680.58129,16655.23731,22901.14621,17711.29847
Creatine_0,5202.918176,4203.204954,3396.633664,4093.76219,906697.0847,681133.2851,670685.852,712943.9018,713249.9451,803189.068,581880.4711,619347.6898,667100.6263,620244.1041,727570.7999,709099.0097,651991.8973,717280.0753,942924.6717,758569.0291,825919.1656,938594.6301,676072.1874,727846.8486,718210.6409,840724.3485,878541.2062,868106.6341,803323.8144,662461.13,666063.8294,691262.2452,671145.4537,3523.804453,3114.746574,696534.8014,723355.2944,713815.5141,718960.0726,733021.8362,744805.4867,727008.1826,717138.9232,704879.1507
Creatine_1,514.2815049,1607.432519,2930.509151,669.9752322,0,0,0,0,0,0,0,49.81073822,0,0,0,0,0,0,0,0,0,0,0,0,2616.813228,0,0,0,0,1268.145463,0,0,0,1675.807707,370.9072992,0,0,0,0,0,0,3567.531811,0,0
Creatine_2,1458.399192,2431.724221,2554.410576,2392.485045,0,0,65.48004031,0,0,0,1637.856918,1538.128876,0,0,191.0124037,0,0,0,0,0,1386.4608,0,0,173.4163573,0,0,0,0,0,0,0,591.9137522,3054.233628,4410.238134,887.3938314,0,464.2524994,0,396.4968059,0,0,130.8681136,205.7223303,0
Creatine_3,756.6619136,2838.20481,2220.468645,903.215589,1743.894238,2406.541682,2755.467457,1261.217667,1484.044985,2956.529977,2333.896607,2568.438492,3433.724235,2973.71175,0,2086.271984,2278.195998,227.6427822,2391.549502,3137.6652,3703.352105,1584.378386,2583.948144,2571.560551,2508.128718,1454.461009,687.4823716,2829.354003,1403.816089,1698.138204,2095.185646,3116.713461,2190.19665,1965.637968,2366.349474,2026.327028,1976.340998,2437.08087,2554.933648,1083.596393,3834.820673,2117.012726,3551.54341,1694.152389
Creatine_4,633.4403219,2767.78181,1783.721484,1095.546704,1620.213541,2170.274695,2485.501324,1784.146204,3008.118541,1534.758551,1715.641648,3125.059141,1734.660091,3681.706335,3067.485923,2782.327476,1960.353878,2836.820072,3595.521706,2588.612379,376.9907677,2516.797757,1224.160988,2144.908436,2358.381817,1018.147518,3349.078143,2133.402605,2313.046148,1529.305691,2193.264863,2292.300427,2609.138776,3222.929319,1773.533726,2243.461691,2028.666377,1796.133046,1013.086013,738.1519145,2654.686043,2992.349203,2488.77772,2495.316336
Phosphocreatine_0,5630.621368,6729.051248,6569.786365,3958.271556,1863243.201,2692180.404,2408613.596,2376796.603,2422839.32,2780971.008,1884209.833,1959977.097,2193500.618,1806203.885,2139538.802,2199654.467,2449228.187,2506891.385,2769952.572,2504247.267,2718418.953,2560930.673,2048841.646,2321449.215,2403119.94,2574268.568,2559737.947,2720713.735,2516085.92,2149852.56,2167328.935,2115891.841,2073841.432,7099.388955,8019.685358,2135424.389,2150882.65,2222590.901,2209334.732,2282029.17,2284515.284,2156251.608,2215727.209,2173580.741
Phosphocreatine_1,0,3827.527306,543.0514419,0,7153.282766,0,0,0,375.3578147,0,0,0,11294.85661,2486.734412,1209.288834,0,0,0,0,1921.028957,0,0,0,0,6082.262201,822.8539573,0,3460.055759,0,3994.11851,0,0,8664.572728,7852.406568,1998.283704,3302.823378,6248.39079,9694.251092,0,0,0,0,0,0
Phosphocreatine_2,825.1413347,4230.903391,3433.461028,6976.336604,0,0,0,0,1298.694348,0,0,4096.396477,0,0,183.926777,18013.4323,0,0,0,0,0,6181.326304,0,0,0,0,0,0,0,0,0,0,0,1757.503736,1784.47389,0,0,0,0,0,0,0,0,0
Phosphocreatine_3,9485.874964,5770.195131,972.2894913,22713.85946,9489.144231,7647.153504,11425.14927,6779.801341,6626.829323,13525.60229,17441.72838,11925.00508,14326.45234,8742.007237,15850.68123,10318.95497,14702.39177,0,14704.49532,9123.163119,12576.99092,7822.224957,7761.639193,8714.916764,15777.49405,11844.22394,14275.22463,6165.308151,13721.73583,8962.304248,8711.038924,12270.46761,4135.63349,12587.11067,19857.25787,6687.191907,13037.45436,14042.7772,21805.71343,13679.28673,13807.64543,12952.18808,19161.99542,13857.60422
Phosphocreatine_4,3061.618063,1717.049622,2597.775839,3888.741754,0,292.7663744,1348.799121,0,330.5686717,914.6934353,90.56096892,0,0,91.83577987,183.941176,3.05888854,0,0,0,0,0,0,773.5405962,0,0,0,652.5798247,306.6653212,0,260.7755146,2103.294144,0,196.7839282,2934.262301,2904.653619,0,0,662.3064764,0,0,0,0,0,189.9369517
Glutathione_0,431239.2003,562437.5819,248055.1832,405788.536,202109624.2,226567239,219076935.9,192990921.9,206905669.3,202283050.6,189956099.6,207133531.5,212131589.4,167131404.3,197972322.2,203018531.4,169888921.6,180085246.9,184361595,174804581.3,193254419.8,182655223.2,172074825.5,184609036.3,185362583.8,186481853,181894126.3,198802276.4,181374075.9,164350677.1,165828788.9,174347551.3,171646645.4,1106506.361,4519785.285,158977765.1,164371733.7,166669722.5,167554668.3,165973278.9,181265145.6,183689340.2,185506450.3,177651868.4
Glutathione_1,0,27832.39514,53416.06018,19409.77107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27609.59673,89355.1911,0,0,0,0,0,0,0,0,0
Glutathione_2,0,0,8520.654793,7526.046463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69100.48937,0,0,0,0,0,0,0,0,0,0
Glutathione_3,16891.20581,7295.52857,11668.74091,10268.84572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12712.46224,0,0,0,0,0,0,0,0,0,0
Glutathione_4,8206.442004,16188.13925,8574.518816,11631.59124,0,0,0,0,0,0,347894.239,346692.8363,608513.1267,553499.8335,642377.0636,570859.7943,585286.6335,478662.2941,398070.4653,495949.8184,518475.1308,289187.0971,561541.1515,701868.4675,768998.1006,696084.0621,653561.8183,723014.3913,652093.7473,509688.6636,558818.7592,462775.9225,575381.9018,13659.37701,10243.95055,561140.2905,508183.601,456800.633,536255.484,530980.4994,629313.8769,565072.4337,563315.6135,627090.0098
Glutathione_5,9992.163711,8414.198717,9458.967791,10152.23566,0,0,0,0,0,0,90557.05177,130848.3101,38292.05808,9590.270335,34551.81106,56839.17347,0,0,0,0,0,2142.538878,0,0,0,0,0,0,0,0,0,0,0,8208.702053,1314.813206,0,0,0,0,0,0,0,0,0
Glutathione_6,4585.202242,4576.433558,4625.249579,3944.063925,2064.711379,7962.849181,3450.078587,2505.271907,6639.837953,1144.99446,0,0,0,0,0,0,0,0,0,0,0,4638.077768,0,0,0,0,0,0,0,0,0,4695.83085,0,2968.900034,5680.947906,0,0,0,0,0,0,0,0,0
Glutathione_7,7191.377095,9032.66356,2951.60389,4231.765564,11130.32065,561.4622866,7390.197574,11624.22934,5734.87446,2943.122807,0,4532.389255,6425.088437,4918.707359,3260.230991,0,0,9249.891378,10144.79516,1759.942313,7425.100343,5364.425345,3405.973821,0,3631.480491,4981.884865,0,2393.659285,3553.398136,7462.782874,9194.966613,7760.635455,10358.13639,9339.915691,6681.202454,7482.469499,0,6839.817488,6840.282845,4926.012161,3350.695157,2024.095747,6513.118563,6158.548056
Glutathione_8,15251.12582,13007.94095,14625.37034,8106.653942,6657.122885,14969.09154,7831.488856,9787.029079,10070.66161,8793.579444,12913.88427,17194.44112,18566.83056,10030.99275,9769.919254,13763.3561,10071.70989,9293.675646,4848.574745,3429.0335,9085.70716,12052.83017,3976.935025,7145.602933,5946.936689,9558.692938,11767.99349,11585.13169,5782.833332,7656.403685,7471.255037,2431.300525,81.15713448,16956.76234,10589.33159,13211.72063,5142.106603,2059.472232,0,5212.797175,5908.972664,4551.210913,4050.824975,10070.18251
Glutathione_9,28769.7493,6628.988394,18263.00387,8880.839437,27617.31784,12872.42676,9195.071927,10466.40531,17074.11438,31824.46993,0,1626.367387,8254.937025,0,6365.389574,7665.147426,0,1767.200773,2439.242638,16220.10493,16811.98616,10012.64637,25927.78813,559.3235911,3814.682038,23394.04609,26407.47096,0,5587.713059,9347.382967,3145.330743,6011.426938,1979.482747,50480.98783,45920.79794,89.08603533,25811.28128,4842.937685,39832.01133,29346.63695,24515.13507,31672.10305,29293.13274,28254.40015
Glutathione_10,4681.833565,9101.187518,11910.15185,10066.55308,3891.730437,5437.671476,8257.694988,10423.02759,7451.612739,3410.353239,12294.41818,4016.404467,11825.99142,13373.587,3286.209075,4251.650745,7001.782526,5119.11106,9947.850397,5184.769937,7106.834042,1069.423687,6269.684519,5314.585637,9715.662728,5783.771286,7987.627814,8204.762349,5845.791119,9719.067627,9406.81459,7077.13162,10481.93248,7264.435364,14319.74896,5502.095034,5978.894382,7476.621907,7924.584957,7187.681604,5100.278153,8208.337576,4757.854308,9230.051149
Glycerol_0,95680.52594,75234.04911,106109.0799,73922.4837,84432.03194,65444.05024,60616.83022,98732.37067,61182.35703,91933.73913,90158.22953,56978.37216,52087.81682,47253.94518,76731.75993,88828.3474,82941.40296,354849.4562,75552.54318,81312.56506,52070.15033,146266.8754,104227.6516,52519.6538,53721.72407,78671.83633,81846.42269,57179.68034,75179.24912,107670.2889,117794.4474,103386.5355,103579.9823,16993.92426,6512.458695,110381.3472,135558.7699,88552.23504,106227.3886,108478.5773,114698.2651,106687.6866,96746.2408,104559.4383
Glycerol_1,636.2162492,1380.226985,2436.377582,2448.482569,0,2155.210447,2008.735515,3129.968614,442.0969105,3519.526739,764.6105311,1186.022235,402.0717865,3502.258491,715.2508575,348.3882781,5011.404324,2916.472854,3532.786582,1953.184288,2049.468741,5489.208354,645.2769647,1053.864564,3597.838296,0,447.7101884,342.9548682,0,1345.390432,4502.495694,828.066016,3931.825856,1360.117615,1419.734094,2132.130998,2424.476387,4898.534382,0,3289.5503,0,4511.554789,3792.944983,681.9972848
Glycerol_2,1950.176441,689.5326617,8.40820976,2191.816615,1747.822085,0,1322.965149,2515.269821,2580.214905,3118.217253,944.55625,1852.592865,2778.735258,2314.483651,2364.42997,2384.551286,3151.653906,0,3143.47421,1996.766513,2494.64696,1469.003041,1519.199222,2542.931025,1872.807979,2854.893838,1390.984157,401.8510879,1882.827267,3352.641491,2859.623176,1112.591415,2137.204247,2469.025236,1973.721009,2197.210245,733.7187826,2353.02208,11.15731249,2456.757766,1301.317375,2104.890378,1218.554709,1742.810849
Glycerol_3,2212.364472,2004.981229,1382.376872,3507.427813,1264.466454,777.2427546,1928.338707,1601.55057,995.9922745,2085.204206,9458.607909,9071.926771,11230.22293,12031.26021,15638.12497,16856.42199,9993.758239,9739.239829,11068.76237,10200.92135,13211.20564,12608.22868,6989.484736,6985.600961,9863.412262,9754.119899,10808.37451,15500.75897,7421.227408,8073.32793,9312.803948,10633.57844,11535.75038,1558.971317,474.1730872,9319.261689,9418.372628,6815.858031,5884.688374,10928.85394,8878.174939,6056.060861,7525.778012,8222.744683
Phosphoglyceric acid_0,3003.626168,4473.454175,4441.947094,5074.695855,399178.8426,520701.7843,427313.7092,301094.8991,340901.9939,431499.5624,24284.22508,13765.38516,11992.93213,10757.10776,12526.53374,13389.83674,14094.35145,10337.50065,8681.111617,11670.37013,5340.323796,3682.417218,9869.178649,12440.45848,12760.04906,14682.66437,19658.8859,16730.0666,13692.30957,89044.25823,102966.8126,112289.7133,101953.2735,5128.299486,1077.410267,78257.97331,75179.78394,104884.9054,98065.18398,87877.89834,92143.30199,89513.70247,100128.9879,98365.23133
Phosphoglyceric acid_1,5731.668812,3418.56926,2382.715183,3867.24064,2066.154259,2388.644743,3876.973048,4646.977136,0,3161.603131,2154.143875,4189.62878,3752.992289,1499.433893,0,2487.037137,1849.068148,7888.715059,7361.218111,2005.240095,3793.100266,4725.827927,3450.57975,3986.999366,2988.567781,1492.889839,1287.824917,6064.345718,2636.816378,5957.259606,5822.66363,2946.523497,3755.570457,3437.620715,3536.346194,1469.271494,2715.571036,2586.620478,2690.516546,3058.674881,3056.49986,632.0367135,3398.536539,4513.37646
Phosphoglyceric acid_2,684.8611462,3215.721615,2465.49468,1463.822453,0,153.2913201,0,1312.173861,0,0,5107.187531,5923.421815,5913.001768,12.92854492,3378.473823,3156.979168,1485.201928,5112.504478,8598.586856,3243.117597,7850.154724,7729.168363,5947.074204,7229.423497,2440.007601,9156.486144,8140.896354,5475.405029,9330.394495,1666.063849,3124.694535,7238.759661,1960.81677,2956.652632,2521.758627,3460.235924,1302.543922,60.23172434,0,2778.268553,3064.909465,7399.283345,7213.058257,0
Phosphoglyceric acid_3,1464.933499,2314.920864,1245.751918,2378.706704,10114.33146,7168.331172,9769.493199,4302.231265,11085.68141,11653.92567,443053.6773,538296.7557,563828.411,221874.1687,314047.4232,366921.3409,584484.9764,401306.1463,571666.0474,420992.4508,456932.937,378006.7483,422637.6293,531590.5732,626853.229,705742.8081,763221.3989,776624.0947,642068.2673,258253.7774,307721.1428,306119.5136,297365.3741,3946.194323,3156.945792,349821.1359,322930.1704,370396.712,389145.1264,374839.421,432541.9277,400373.8561,345913.8908,373389.6221
Lactic acid_0,4105920.958,6077373.948,7700126.076,5287134.079,112143306.2,82095029.78,57427073.56,70178926.64,63402323.39,71489507.51,3140355.822,3368478.9,4586361.587,4968683.747,7093066.856,5918181.866,9814762.493,54979716.39,4192555.945,4818522.138,4338776.179,11288515.01,8547614.367,3780531.17,3642318.577,2900229.14,4559841.832,4863604.716,4393349.225,32110785.8,31800798.03,30862420.42,29977513.61,484862.7027,439945.6621,25625272.91,26624244.33,25583362.59,25149479.67,24331227.97,26826015.64,24936225.56,23918607.81,22863124.77
Lactic acid_1,22134.96544,37677.43209,8523.392106,20307.54854,0,0,0,0,24577.27286,96766.97361,52128.07593,46435.04409,68545.3468,51440.95986,59261.93054,73196.7791,21770.9341,119465.5732,14006.7247,9338.28482,44250.73011,98612.72766,29881.91132,4257.610514,37064.38581,42062.31958,2091.152071,34203.46171,62937.90558,103063.5215,70527.32055,113734.1101,36289.53686,11114.46684,4585.375645,52614.1212,88610.08352,52036.64492,80516.52348,61937.0304,46549.63679,83958.44349,100222.1283,59122.72821
Lactic acid_2,0,0,0,0,0,0,0,0,0,0,26536.23361,3831.305563,0,50008.43429,0,2505.60165,97164.80568,0,0,24483.712,42679.66771,0,2696.352881,38124.09233,53231.57529,59611.78419,6486.464258,22641.51131,35121.00125,0,0,0,0,1041.245371,127.5548223,0,0,0,0,0,0,0,0,0
Lactic acid_3,2511.699429,2103.695437,711.1116548,0,0,0,0,0,0,0,38921300.48,42601437.59,71735508.68,44139985.68,61186554.69,53754293.47,47508589.62,54083687.08,54871100.05,48375263.05,49782790.78,45621239.91,21569295.87,28832305.25,32275365.2,35145865.24,35631129.32,36516069.15,33478823.24,35132524.9,34635716.58,33525861.06,32729721.58,2050.001971,2444.771794,34063520.29,35217325.67,34052742.31,33178544.33,32335919.73,35490615.52,32914869.93,31549208.99,30482791.94
Glucose 6-phosphate_0,186.9637024,7755.101655,1646.520247,5784.29478,737474.7065,1149325.915,1178067.963,913278.2037,881779.3221,717963.3613,59290.42823,45640.80248,62607.2151,55315.549,63583.1947,49106.49519,59108.89573,53965.49813,34259.83092,59305.81104,70757.44017,70574.74834,51407.50611,59883.20119,30810.55919,48147.84406,41837.95335,33725.43804,45466.16563,312519.583,308237.4247,296379.1917,306456.6948,6991.918489,6354.411932,218996.0335,262395.8268,252669.207,254209.2281,261063.762,276355.8129,253532.5313,238928.2071,256015.787
Glucose 6-phosphate_1,5199.707812,4219.396834,3629.256197,1914.859029,0,32556.82065,19556.60808,4947.146894,12921.84406,10043.16747,0,398.6140439,2978.312468,2656.935027,8380.129341,6135.644444,4258.357825,0,6371.798851,0,4051.142534,2294.625907,13374.15782,5215.917525,5046.980789,5725.394165,7598.282895,0,9683.910759,5556.294612,7015.570785,5116.35611,6614.071505,4356.146482,2622.4092,7134.75628,9931.69386,12741.94894,5758.397974,5192.876249,10063.96601,0,11196.52294,9166.456571
Glucose 6-phosphate_2,6735.194023,7196.540534,5181.761376,9702.193793,482.8041393,0,0,0,0,0,4505.330389,6425.281796,6493.278855,4529.290572,8409.060696,6155.772286,6217.795505,9217.406018,2540.98946,4638.040914,5936.658765,1371.769198,2871.579041,6369.462749,4361.215585,3566.211985,7559.19049,5781.778146,6592.292482,5421.559126,7200.257953,2537.887247,2310.704938,3726.533152,2492.641532,4731.997854,2520.079488,808.1877621,0,363.694636,2168.958397,783.4228722,6412.539738,2946.031947
Glucose 6-phosphate_3,10720.59972,5382.869434,5712.197857,4915.940601,4746.860255,3994.065583,2914.283496,5329.69357,7805.672185,5253.547461,8690.67768,8129.16279,8381.432875,6050.989431,3299.586913,6452.594077,8271.344557,6045.925666,8150.833611,0,6218.135101,6322.080143,5272.216748,6778.888185,6999.302165,3691.326094,3683.900705,9608.51072,5034.565498,2338.042701,4731.613767,5530.516654,3479.403011,780.218104,6107.036618,3268.945779,7360.491336,0,6685.993932,6349.705408,9564.046194,6910.262904,2218.443452,6619.060502
Glucose 6-phosphate_4,5510.534291,4635.123937,3926.956098,4610.532639,6325.197285,6630.795366,12797.9588,12241.37499,8939.960692,6396.568414,4050.074731,8236.831711,7277.758165,4932.672591,4116.179407,6311.276267,8122.055233,5973.787816,3441.433172,5595.724173,6264.850335,5138.372338,4341.28778,9622.032077,6984.301172,5641.244205,5515.676876,8289.620492,6464.266058,8782.192133,7044.712401,7813.984091,8673.384855,3778.429635,1357.57514,5581.493535,9017.702391,6008.386821,10334.25733,1776.134359,5003.613105,5999.738257,2750.361421,6183.441233
Glucose 6-phosphate_5,1933.055505,4221.292853,1593.67353,1779.329385,4638.308548,4183.978736,4394.156353,2987.986013,2397.621981,2329.367159,13336.82929,0,12323.05094,10882.55156,8362.907149,0,11877.28924,9552.83972,11013.76012,13851.66987,2399.976733,12548.56422,11435.95572,2546.543279,8627.697994,12080.08671,10714.24354,8096.649782,6962.324904,7110.423686,12859.389,11735.88082,5133.555351,3850.997918,685.4841102,8689.048623,12182.02876,6301.459193,6336.586468,12726.2436,11333.06518,0,8571.95839,9540.251765
Glucose 6-phosphate_6,3606.014763,21.63608922,5147.194165,5891.965197,8271.834605,7917.04612,8107.641926,5368.524824,11048.1021,10784.67566,547520.9167,601930.8966,684096.9946,674684.3655,737269.0747,818673.3056,489806.7747,450237.3605,620121.7134,471388.314,731538.6722,758566.0029,335495.1304,392002.8706,464576.1794,416400.1571,481857.328,527050.0795,474414.4385,393705.2772,399896.4907,412101.9824,382002.1071,6413.814506,4344.307892,385207.0425,427170.5304,381647.1476,397344.6436,394044.2452,402276.0811,431056.6735,395464.3933,355863.6472
Dihydroxyacetone phosphate_0,5138.614893,3837.911001,4333.424838,3450.846235,5357108.669,8203649.956,7458776.412,6284293.327,6971711.199,6631452.104,129465.4443,123655.6416,134085.1291,77804.81812,86638.14076,65637.59928,101989.5747,104268.5865,109261.2488,72972.59743,85707.43205,74586.08624,81565.39743,89912.4294,100663.4474,75020.98562,73803.92403,73763.31872,69987.98624,1858398.03,1867320.049,1962354.487,1929082.138,2397.288423,5722.6067,1523691.388,1613025.896,1630854.605,1689848.211,1659524.475,1566851.267,1693178.519,1746546.435,1704587.633
Dihydroxyacetone phosphate_1,2286.686612,0,810.8766279,1717.135112,22554.35574,36690.00373,46010.88736,28938.94316,26934.95991,25259.55527,7676.18689,7443.745202,1062.240266,11267.45423,4058.180471,7756.215434,12500.82743,11789.97164,5466.117324,2844.637147,10424.48393,12100.85386,6664.280464,11758.98455,8049.649697,7748.233198,8408.73385,6804.628786,8265.345839,14078.85638,12850.32492,5098.987064,16007.46146,2333.276032,380.7996372,16366.63927,15607.11855,10654.5608,10768.26067,19923.81923,23203.44926,21989.64429,18106.29013,4745.821238
Dihydroxyacetone phosphate_2,36763.6737,50167.39038,46228.32163,12937.71389,56351.72949,38288.65691,2857.486873,34408.27435,92121.10298,17718.98002,142425.6236,116522.8348,161099.3468,130495.6036,154160.5083,118920.1785,124620.0213,104707.6619,119974.8694,122423.6633,101554.8371,148983.8501,168915.2979,167353.0593,170532.0573,120980.3667,141403.9499,120410.7539,129796.3507,85510.43621,107453.8285,83990.72388,126384.3254,8514.263526,52813.93074,108986.097,107019.7562,76712.76217,114058.8292,102234.9674,102806.7023,110803.4078,90842.16639,133822.6289
Dihydroxyacetone phosphate_3,4785.290304,1194.496384,8739.028225,5971.549991,15766.77205,15119.04892,14433.75844,9115.100318,23634.46442,31343.11567,6336130.896,7431508.357,7674124.29,5328188.036,6451115.056,7070398.062,6243882.965,6125235.092,7385348.001,5539512.769,6600145.124,6388370.673,5453077.082,6096413.922,6053406.61,5398160.324,5442311.929,5665328.425,5230493.167,3667552.865,3735454.71,3817721.786,3841775.196,6002.804573,6480.19632,4001808.233,4165374.422,4192836.18,4429391.744,4292249.354,4237919.624,4339681.705,4452089.996,4346933.076
Phosphoenolpyruvic acid_0,7885.95132,25102.48635,9198.842013,22348.37296,312252.0461,601521.8049,483770.4221,260942.501,350681.6068,378099.5689,22990.58759,19793.30215,23331.21614,19753.62065,13953.62859,15213.60667,22618.37112,0,18473.07197,28950.39694,19743.97001,9685.680157,22350.31053,19671.90936,25230.94437,34317.90334,30986.65662,21184.6731,24839.98642,122552.7427,118302.438,100384.9997,120146.9958,4909.101146,3170.877815,98067.81795,100088.4014,109662.8373,103395.116,101714.3394,104499.8469,112596.4086,106519.6024,103441.1144
Phosphoenolpyruvic acid_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1207.799949,1670.765197,0,0,0,0,0,0,0,0,0
Phosphoenolpyruvic acid_2,577763.6883,613568.6191,754942.041,677256.0384,1908441.601,1460811.854,795232.8828,3024977.484,848233.7289,769637.493,757359.0699,1237094.674,727652.6859,850760.6982,1427075.141,1216232.76,1993699.876,20778767.96,592675.7747,723740.5833,744237.9129,4955443.643,3505395.22,935242.3426,713425.1522,625460.1597,1150328.155,1020712.318,843088.0784,2320962.606,2419450.759,2344294.84,2353945.074,99829.71418,102034.7908,1972855.973,1989921.241,2059235.876,2167173.822,2114372.674,2177473.773,2358697.326,2231693.084,2235418.613
Phosphoenolpyruvic acid_3,15011.32923,14763.35946,9074.967814,22806.75297,53356.76734,38325.81248,22924.89917,87881.19923,31095.01693,23105.79701,387841.4749,448155.2997,508220.2261,213294.9922,319898.4384,333664.4768,347318.6356,611352.6064,484460.8425,342876.4103,324279.7505,362923.6829,322285.4822,389077.0511,374236.5609,376853.0395,452784.4214,445918.8675,382927.4604,229261.6894,259500.1194,273666.2019,227253.71,5481.259103,5648.517665,239580.8005,277855.3355,239075.7572,281829.5516,283618.4995,286061.4919,297002.3784,294471.5348,273236.9586
Glycerol 3-phosphate_0,3679.89689,8709.59795,18455.19897,12957.16567,1255287.415,943684.3758,1017285.475,320426.6963,367720.323,374024.5299,252116.6391,270289.0306,293190.5425,111988.5324,140538.3089,161409.2226,240402.785,311931.6882,281519.209,140043.4515,156896.2519,151579.4868,236230.2654,249500.7134,251923.4512,134183.8137,148403.2892,130718.5457,124393.1974,340722.2865,376303.408,332447.1279,353544.6808,5671.728269,6354.218284,310838.9327,302906.4248,297107.5491,294474.9291,286229.6271,335786.9343,361539.198,342938.5676,337572.677
Glycerol 3-phosphate_1,3470.779549,6170.868316,5229.512281,357.0545842,14003.55199,6433.441292,11481.12491,7621.013982,4315.154046,12605.12,179836.8222,105361.0354,134509.6381,161144.3076,158614.274,109528.7337,172683.3482,130900.0182,108583.0306,188459.3869,132814.9752,153231.3798,228094.7038,143007.7777,164955.7105,130364.945,210779.4372,175191.5296,198781.3055,157723.9774,133381.1615,159380.7985,163634.1932,4970.783004,3590.756881,166985.5472,188038.4621,185776.0096,191234.4408,191687.9906,176973.3394,153907.2151,191939.8082,179037.097
Glycerol 3-phosphate_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
