,S1_BSA_Blank_U13C_labeled_glucose,S1_BSA_Blank_unlabeled_glucose,S2_SA_Blank_U13C_labeled_glucose,S2_SA_Blank_unlabeled_glucose,S3_LPS853_BSA_unlabeled_glucose8h,S4_LPS853_BSA_unlabeled_glucose8h,S5_LPS853_BSA_unlabeled_glucose8h,S6_LPS853_BSAandSA_unlabeled_glucose8h,S7_LPS853_BSAandSA_unlabeled_glucose8h,S8_LPS853_BSAandSA_unlabeled_glucose8h,S9_LPS853_BSA_U13C_labeled_glucose8h,S10_LPS853_BSA_U13C_labeled_glucose8h,S11_LPS853_BSAU13C_labeled_glucose8h,S12_LPS853_BSAandSA_U13C_labeled_glucose8h,S13_LPS853_BSAandSA_U13C_labeled_glucose8h,S14_LPS853_BSAandSA_U13C_labeled_glucose8h,S15_LPS853_BSA_U13C_labeled_glucose4h,S16_LPS853_BSA_U13C_labeled_glucose4h,S17_LPS853_BSA_U13C_labeled_glucose4h,S18_LPS853_BSAandSA_U13C_labeled_glucose4h,S19_LPS853_BSAandSA_U13C_labeled_glucose4h,S20_LPS853_BSAandSA_U13C_labeled_glucose4h,S21_LPS853_BSA_U13C_labeled_glucose2h,S22_LPS853_BSA_U13C_labeled_glucose2h,S23_LPS853_BSA_U13C_labeled_glucose2h,S24_LPS853_BSAandSA_U13C_labeled_glucose2h,S25_LPS853_BSAandSA_U13C_labeled_glucose2h,S26_LPS853_BSAandSA_U13C_labeled_glucose2h,S26_LPS853_BSAandSA_U13C_labeled_glucose2h_redo,Burn_inQCpool1,Burn_inQCpool2,Burn_inQCpool3,Burn_inQCpool4,Noinj_Blank_2,Noinj_Blank_redo26_2,qcpool_redo26_1,qcpool_redo26_2,qcpool_redo26_3,qcpool_redo26_4,qcpool_redo26_5,qcpool2,qcpool3,qcpool4,qcpool5
Nicotinamide adenine dinucleotide phosphate_19,4274.64142,8013.836127,7876.672727,5502.451178,7463.786244,6049.897323,9794.269945,1836.523544,10228.75853,3573.861163,9323.569764,0,0,9038.408136,11166.27861,7942.142679,5307.155082,5961.824797,0,5607.441347,12454.84154,7283.072781,7160.740622,0,3789.516444,10349.99102,3320.015099,8074.644788,10933.64658,8585.258379,4775.681183,8315.767628,10915.10522,8887.347812,3673.288591,7556.977349,9422.867217,3736.623333,4362.87361,9014.273855,7017.022861,7602.892091,7701.320784,6186.590142
Nicotinamide adenine dinucleotide phosphate_20,7431.394109,4764.040379,542.5172937,5465.095901,4179.440261,3375.861482,5215.638976,6362.84961,4276.682567,5588.106224,2068.926223,13510.23574,5575.340802,4267.298923,1944.627209,4697.824909,0,5637.429643,7446.4276,8576.871534,169.4183414,1157.36261,9389.081622,7274.401561,9464.683884,10320.46483,1194.317775,6233.951289,5551.336131,6028.066509,4934.774339,2714.30594,2601.45727,7427.752582,4189.184961,6593.598089,4386.113603,4138.520123,4096.423458,4057.357258,9949.098769,7178.488892,4921.915976,6246.040654
Nicotinamide adenine dinucleotide phosphate_21,7527.9345,4246.502555,2970.008932,8379.145255,8943.609568,7849.856357,3941.129123,11259.71832,8459.17595,8723.772987,13694.28085,13777.06718,19905.62126,5530.031915,3570.391268,12372.21232,21633.51721,12582.79686,10772.23772,8388.334747,8958.682793,17177.91149,13872.10758,13925.11984,8565.469533,6926.463962,15224.1426,9751.276639,11711.34529,11240.54192,6602.343817,16060.09924,10725.52304,10711.66727,6821.929874,7863.891001,12251.49878,7557.978559,14150.79572,4608.15062,17905.56817,8007.732051,14068.71522,9319.083156
Flavin adenine dinucleotide_0,10874.12802,13692.60528,11080.93088,12162.6837,68067.12995,66278.36429,65363.19978,40717.43553,44325.69721,51525.5165,60132.628,61817.30334,40156.29039,19221.0133,35396.73856,30275.41335,93032.95117,103662.4205,76123.87324,57379.16796,52144.01137,47596.6388,69462.90419,48715.59388,81010.66627,76503.61044,108105.3919,88910.1435,66731.00036,51961.99996,53876.82336,44640.79079,37003.11467,12207.88886,3459.913519,56992.68752,58372.72129,36989.59289,64477.32929,63009.74811,65586.65025,49452.46794,54895.64748,59380.87603
Flavin adenine dinucleotide_1,6039.892723,5574.64795,3649.63387,4828.33489,8634.436193,4094.533243,8182.190101,3759.093885,3502.583742,1592.776818,7809.707449,5865.68556,9433.145294,9151.111596,5572.317813,16622.9783,6123.243538,17492.42449,8538.940259,7484.712108,10859.96575,6634.902188,13658.58663,10251.99274,6660.729723,8024.924291,7195.524193,3332.13861,3399.565642,3651.457422,3002.189996,12842.44841,10307.00843,4673.014284,6440.455268,10562.6058,9101.970633,18383.02049,4029.196856,5203.024562,13579.04545,9252.094025,12134.63844,8094.150113
Flavin adenine dinucleotide_2,9598.971038,3834.779475,10682.75131,10206.58039,9298.415781,8644.590538,0,4893.554658,8724.796401,8162.490719,6594.777919,5200.928416,6401.554399,3179.09498,2575.50983,8180.088092,7159.929406,4312.871952,5153.723025,3502.151491,9400.020656,7121.876879,5400.264603,6827.645245,3893.398737,1050.908784,7159.221684,3223.736828,13620.35954,0,9260.373454,7165.38599,7557.211946,5632.007224,3251.685554,2906.386455,5977.25996,3623.352101,10027.97632,4882.911175,0,5940.945748,0,3775.286973
Flavin adenine dinucleotide_3,8734.591789,9022.607616,5513.140153,3905.011688,4234.240694,0,5168.152579,6606.775785,4545.328317,6268.020048,6454.890099,11276.85584,4140.868265,12409.39484,8531.582122,5700.117116,8398.247031,0,2341.235838,1189.224274,950.9010561,445.6140689,7821.880546,5836.117473,12819.2963,11944.01472,9722.732474,3634.059717,1424.891394,13938.78023,6889.798418,11209.80189,0,5199.291505,6504.015133,5017.831424,4114.056829,1544.326957,4313.700848,8440.73655,7650.643602,9103.147158,1819.840985,7416.402513
Flavin adenine dinucleotide_4,5543.654511,3067.472577,12137.20516,7917.666973,6852.31182,10951.45804,155.4039259,5844.124532,5243.434143,5939.693541,2922.844565,6524.578087,7415.567817,1115.294677,1432.591021,6559.089637,9465.012784,9079.738132,4715.606324,5509.023383,10805.90326,10297.93375,8185.765168,7175.8978,0,8719.032524,3877.799853,7308.521876,9501.22039,0,11333.80024,0,4005.031605,4998.436846,0,9837.277621,4380.745805,6877.41233,4694.772202,8618.062886,8505.871507,4788.61017,8740.278867,0
Flavin adenine dinucleotide_5,5421.00253,2951.053958,5441.628081,9232.521707,7126.351767,2073.32198,8647.928757,7118.613406,5709.129735,6144.338466,39653.05416,31324.4659,17578.01153,20388.20925,22035.86903,21162.04903,11208.29495,23791.91448,18678.50773,8613.295183,7155.03466,5357.423022,14138.75419,10765.34971,12946.89124,12525.7828,13207.05506,11697.09056,13933.18101,20387.80235,14000.17117,11345.61473,4649.704762,6879.615145,6721.935717,13363.64038,14417.81717,6846.784375,17785.91104,19024.44645,14034.12627,18296.04706,14905.35058,17297.48135
Flavin adenine dinucleotide_6,9945.255738,9602.210562,8677.032648,8642.566353,6277.716653,9140.407552,4395.028445,4236.966729,10342.81048,9679.100017,7956.238066,9546.877526,9159.87364,3882.853272,9100.148461,4060.935993,8975.467794,3989.517694,10803.60625,7919.989318,11718.54086,7356.361576,3847.59549,5028.163417,5447.174624,6994.16283,9126.168097,4381.56018,4492.74815,7010.981577,6014.268284,11506.83371,12975.68338,2232.607304,5429.237499,4426.029215,678.1595187,6904.139893,2535.243986,5151.805552,5184.307068,3245.023202,6936.980584,1195.812707
Flavin adenine dinucleotide_7,5195.303554,10017.94097,6627.151279,9679.173853,6441.839454,2218.079269,3019.897323,6937.330754,5033.143983,5806.909652,0,3335.202249,2277.612736,7548.775006,7110.968657,6077.801939,7654.828789,535.5795866,10954.28509,4583.571471,6561.910227,6528.363972,9256.528386,2359.761813,7617.534218,453.496177,3161.713431,8254.704026,5753.400551,7210.808779,5801.960218,2425.640859,3422.425852,7529.287553,4612.422843,6740.983874,6930.74732,5657.948038,5118.307763,7359.225364,4703.150833,8395.030358,3714.919583,11591.12797
Flavin adenine dinucleotide_8,3373.604214,3454.415637,0,4578.878612,0,12154.90175,6172.615244,12347.05612,6135.08709,3495.959694,1765.017257,6525.717763,8012.758806,5856.683262,236.3365907,1183.819518,11601.53606,8665.767002,0,1906.648996,7368.427095,7181.972704,0,10014.24771,8091.105052,6096.594957,8938.488772,6280.144249,8341.136211,10348.77572,2862.960684,14264.20572,8548.325645,7095.449502,3971.021409,2622.316077,8466.443802,10303.23433,5284.262468,3942.954511,7944.412402,10603.74352,5854.345558,735.1629486
Flavin adenine dinucleotide_9,6772.845319,6183.005711,12321.83127,8859.39071,7283.78678,0,3429.632901,8045.355124,7226.889914,8107.472196,8453.858901,4439.350358,3566.337874,6139.444077,9645.666203,12591.49498,780.0383657,6841.27334,12895.34244,8634.770617,9914.395796,6786.103801,11760.42644,5146.354065,5317.836325,10673.41502,12060.94895,8221.399881,6618.298048,802.9452696,9582.62135,0,0,0,1340.387092,7665.293008,7606.639823,8069.718232,742.8053452,7372.227628,6144.340503,0,9520.950362,7985.361442
Flavin adenine dinucleotide_10,10653.86524,7896.420647,2246.442839,8236.595469,8921.517959,8371.954477,11074.34177,6779.429397,7314.777559,7786.034623,5609.211989,8189.40656,9071.502808,470.5813473,3389.008965,0,11383.53337,7687.330808,5889.763856,7618.971361,5260.568334,9493.849354,5531.576843,7256.74204,6047.860085,0,0,9054.118394,7127.057713,8175.232817,12737.67998,7522.792037,9626.875929,4664.086266,7935.062976,5352.778758,3984.303498,4292.451646,6009.129783,9403.44689,8436.535455,6624.26849,2849.715835,2107.152984
Flavin adenine dinucleotide_11,3790.563647,9240.522676,8637.792456,6760.101146,5934.974603,6742.037052,4940.267193,5286.691804,8987.527051,3968.930644,6534.825519,9011.185594,2781.226578,8068.305517,0,7514.206061,4699.699234,3150.814183,6962.870634,10021.69705,4215.98306,4996.549779,0,7845.283639,8607.122423,8250.757006,8291.269589,6654.967406,8342.245837,14323.90497,7746.544688,2383.768106,3640.852678,7716.575066,4479.515397,11547.58179,5087.78808,5949.659619,8963.174171,2648.397594,6998.859413,11821.65883,10908.21097,2590.686802
Flavin adenine dinucleotide_12,1634.168854,6156.060532,6500.110387,11690.18104,7778.066136,9574.190005,9936.958009,8503.573963,0,11005.19788,5841.197569,0,9850.567129,9955.882073,8920.49009,7780.608715,1259.177662,10472.37127,5482.900424,4599.963582,5880.104858,3058.566302,12418.28916,4202.941387,7016.977546,9153.567124,721.136845,472.3567155,3312.586252,5204.858058,8056.325051,3644.024708,7217.134061,8930.745484,2570.185872,8279.536216,8593.996657,5185.923795,1827.79923,3238.922138,2909.628566,6179.522536,674.7392742,9503.533635
Flavin adenine dinucleotide_13,10289.84097,9734.419806,958.8120427,6262.748681,1014.707482,1810.919621,6236.053682,1935.006605,7117.776855,14370.28017,11464.75662,7858.485167,9104.956428,7342.078141,8400.644064,8698.468269,8332.2728,1038.248278,8446.711857,0,11718.33827,9241.875768,4300.068171,11471.64792,9874.449973,6855.73913,13321.29597,10833.78304,9246.236963,1211.396326,8183.510462,11887.72292,6472.544155,4912.607322,3116.832716,2915.299027,0,3188.970464,7455.477713,4293.341589,11094.55106,6940.740619,11182.01651,10963.79296
Flavin adenine dinucleotide_14,4759.134288,2915.445697,8077.804464,5358.419854,9291.581291,6834.778006,1552.64235,11924.86591,6783.627288,0,4159.536261,1119.213363,9468.577065,7474.636045,0,7421.281297,2147.64311,10817.88692,5832.308391,8866.216766,3903.902122,3238.819295,1696.599928,5531.526866,3738.141696,8152.993368,5433.223461,5808.707652,5768.802949,4959.872369,9507.210262,8075.338842,1941.631476,3768.4922,4663.039473,4726.18506,7219.96968,8450.685138,512.3537733,7931.117091,0,16022.47348,7031.676871,7462.400132
Flavin adenine dinucleotide_15,5192.374291,6155.148939,8430.107503,3854.866055,9541.765442,0,10018.19684,9239.514015,6222.379087,8192.6341,13581.67174,6919.079129,10450.45421,5322.914037,14962.32219,0,1367.660418,2314.359168,8215.076402,12937.65853,121.7025326,3597.388405,2383.531303,4032.473908,13712.33679,8549.982717,8305.853726,10635.47938,4352.56474,10137.47048,2757.933538,7281.905428,7668.463669,10120.42296,2622.496642,7604.483146,366.4221389,6143.242501,7473.747971,7988.470763,12535.78829,8542.51645,8957.908289,3941.443588
Flavin adenine dinucleotide_16,9410.390822,7226.234014,8675.298252,4143.933994,11746.49704,0,3846.403486,8146.419411,8201.258761,10180.6665,2286.720206,9278.117787,8316.804107,9921.237438,5788.451974,2183.013773,1900.465327,7822.841744,5102.06621,5090.563991,4931.772627,11280.63265,10624.79723,8452.554712,3833.709511,9393.421233,4288.5487,0,7131.038696,12982.50782,11611.52747,4907.146519,6987.697357,7621.125896,5294.634374,6034.387666,8803.121123,5576.575794,0,7691.184199,3122.972679,7498.307133,6344.799793,4428.921192
Flavin adenine dinucleotide_17,0,10781.6378,10475.59626,10291.47049,10327.11174,2185.122424,10602.38368,9988.174129,10684.26275,8470.519678,8389.61799,0,4377.302894,8636.932016,11931.80931,11602.7511,3848.790979,0,935.0748551,11357.50715,11741.20966,2651.500878,12779.06676,7679.37839,4174.54031,2115.493926,1527.558202,11644.30021,8979.034516,0,3476.970658,11302.20652,11532.34895,6598.921604,6408.086334,2752.686081,1998.460705,7259.340136,4336.612737,0,1673.033488,12238.27369,9367.950304,6892.600684
Flavin adenine dinucleotide_18,9773.324192,387.7137858,3143.004725,7586.299734,10701.41664,4910.83267,6687.3105,0,5931.294559,11108.80879,7810.204731,9010.362514,10259.79036,9807.720025,11691.70491,9843.938207,8924.341536,12196.13139,2578.229384,5651.66557,5031.595839,9157.854707,926.9580029,9270.670924,14801.1067,5807.98385,8747.055339,11966.08662,9034.474997,7772.857655,7663.80221,9390.706288,2592.687529,6405.740237,2836.705467,3975.828195,6455.344345,9292.150354,3638.219061,6420.846315,12417.62039,4038.183675,6121.292995,5380.902312
Flavin adenine dinucleotide_19,6513.012993,4900.14225,7219.353827,7423.875734,10924.51481,7426.010992,3642.907754,800.1540433,6288.01103,8730.984048,10990.68838,6032.79227,1928.12566,15831.61753,0,4319.304464,209.8237742,8434.844496,7026.608041,5233.342857,7525.462944,2629.153862,8915.9548,6412.474378,1301.286034,14396.02939,7693.879087,6829.433588,1640.449467,4195.379102,8762.222551,2592.678465,9354.022246,9212.444206,7686.67773,5139.054734,4346.369177,5818.670125,9958.454687,8091.228031,9226.621869,1990.491476,6835.90335,6796.075885
Flavin adenine dinucleotide_20,1059.195019,10714.40182,8636.562107,8355.809333,3770.213138,940.3185152,4669.95948,8262.509881,9726.680744,850.6621446,764.6107943,8133.526278,8781.021868,5647.560488,8228.360925,8537.830837,7800.64672,3353.92386,8000.88732,12203.94328,11556.33923,3605.901586,10502.99595,4118.499089,1370.368996,12239.85416,7208.395649,2937.433798,10852.4223,8722.586126,11408.85385,2856.477516,5430.841559,3706.852766,1903.828676,8011.514369,5080.76145,7362.001966,8307.124273,7500.875179,5575.730387,9115.692151,7376.364491,8212.932728
Flavin adenine dinucleotide_21,5702.536993,142.6788068,5402.617462,12769.42026,13580.49814,6371.247956,2914.898749,7662.752696,10523.46658,5111.820567,1281.241808,9430.589608,6133.890534,7598.319118,12136.21032,6231.621989,5095.756964,4121.025555,5956.416528,9473.710809,302.166296,10594.43811,2197.725643,11329.18525,10469.75036,484.6845893,1813.23147,7260.706707,6932.420208,10741.28386,8257.991264,10134.07033,2452.564659,10876.13818,6691.439032,7508.180281,5272.666969,4341.715655,3270.109415,255.617188,433.2868246,9175.466034,5194.24126,8961.697041
Flavin adenine dinucleotide_22,6822.912861,7211.585701,2399.213882,444.7495241,2704.913116,8718.468882,6582.2616,6455.990652,5768.130136,10120.00564,7087.289327,5041.322435,4807.035344,15666.88352,6355.100219,8736.85502,10375.31454,2934.356825,4638.773718,139.3908875,6915.652623,4146.180105,11682.50352,4913.709431,4916.207192,5417.188657,9748.44906,6890.215199,5792.159747,0,8283.999398,0,7911.023967,0,7222.513943,4483.791912,7248.293008,9817.905981,8233.9313,0,5408.365771,11401.88889,4235.318,5192.281253
Flavin adenine dinucleotide_23,5830.8934,8306.097003,10073.18561,1635.275703,7183.859499,6426.849426,9281.301905,1921.919346,5913.113415,12490.13273,6141.264131,0,4470.08006,6913.242073,10653.57809,3231.680311,10842.03355,9045.546506,8498.673553,9385.200984,4877.406566,2205.798506,6374.298276,9126.294306,7350.202489,6171.951625,5105.717092,9146.015856,3067.356549,5819.498154,5290.301085,8584.386852,7188.07197,10303.24084,10079.76059,6471.79644,9691.181319,7174.739436,4291.89631,8449.057439,6015.248985,4847.215574,3480.832959,10902.80374
Flavin adenine dinucleotide_24,9762.944696,9988.898753,3860.349962,5000.440825,5020.123033,9720.326852,3471.847461,7411.573294,4900.354972,7954.429531,2512.692432,11671.95671,8415.89658,6082.585815,9363.231781,8888.318371,10129.18093,13037.85946,5931.542699,5151.375338,7528.745606,10456.17214,8330.002123,12717.10342,3110.670745,10332.07181,0,7614.357796,4300.200002,5024.891712,5904.392454,4821.571832,9134.363744,9807.220267,5622.746486,7724.195456,7362.931333,8046.567265,7776.199398,5129.453741,9754.175045,7098.844702,5427.88894,6019.299231
Flavin adenine dinucleotide_25,9826.602011,3745.557341,10508.49886,7483.991588,11670.14936,8025.284809,3695.769702,10021.22284,11125.93828,7395.671008,11821.92907,4920.286516,10945.26364,9783.090999,7031.18791,5629.933568,0,0,3998.419543,0,7342.138073,0,8516.666471,5342.864826,2506.952797,1903.178782,9136.501352,3450.437231,8047.44283,11807.35935,5476.584489,320.7381416,3294.969073,0,1858.41965,8602.572996,5550.313076,4482.250556,5525.458247,3254.622788,6583.507681,10305.18436,3553.632028,3763.939233
Flavin adenine dinucleotide_26,1124.023504,3075.885034,6075.570227,4892.217318,3518.100112,7294.114907,9157.598735,3768.883513,2950.179449,2261.424303,1481.064081,7140.417104,2448.699808,3361.764107,3807.229554,1295.942288,5759.46965,13532.28438,3678.997067,9581.096609,9444.893047,6434.254997,7971.532667,9086.56875,5624.824437,3595.319144,6015.412606,7127.274636,6068.533292,4532.06017,13325.54374,0,7780.326963,7355.94782,3804.587326,8474.02283,8186.793871,6754.53476,12498.77582,2225.082671,4568.179152,0,8591.037647,7984.650693
Flavin adenine dinucleotide_27,5843.067212,13190.17955,3075.172617,5184.787983,12447.95687,11153.95625,3085.836841,13515.0226,12346.71101,10733.79185,13867.86688,10174.07844,9890.246197,12495.44238,6386.182846,14805.37059,12182.97008,11407.60146,14520.91836,12757.1492,6540.286779,11164.19766,14747.5529,7808.700834,9341.107646,14313.38389,8920.893045,14565.66567,9726.968097,7277.745656,2957.927047,10854.3443,8868.824921,9983.633584,9086.940849,7583.063398,3335.355785,13578.84041,1989.575745,8065.679504,8084.415029,16532.50347,14442.22627,997.514687
Pantothenic acid_0,118164.122,319837.6135,388948.0828,630069.7724,17883192.2,21348158.46,18599009.63,19227178.99,20701448.98,21229810.95,17346653.07,17808287.6,19366837.24,17024740.73,20170239.66,20263965.09,17820055.11,18308641.71,20621238.08,18648848.93,20825803.24,19731993.21,15265784.13,17051360.09,18386568.67,19011642.35,20006908.84,20155706.88,17161147.12,17747949.51,17151452.88,17187605.09,16952952.85,0,0,16342882.83,15783054.91,15670882.64,15951581.61,16344713.94,17872525.55,18129571.01,17620321.36,16309329.7
Pantothenic acid_1,0,10919.42867,0,26341.34856,119974.1931,127503.2908,132729.3804,127971.7592,113854.9101,97008.88141,62379.62715,108766.4772,107301.4879,125307.4385,110830.7746,149650.8325,45754.41249,89261.68708,138381.0419,49228.88288,112377.3243,131204.1119,112804.329,105387.8915,74521.29401,96745.95384,114846.1241,90558.62601,84146.5608,54740.03907,72814.67615,58259.46357,96355.4231,1147.911629,0,94846.53396,56159.80061,98160.51672,92231.16788,99212.47966,74907.69549,107000.0032,81445.2335,68786.16415
Pantothenic acid_2,6974.465343,0,130.8247001,4331.507642,0,21281.04171,0,0,0,0,0,0,0,0,0,0,0,30510.62776,0,0,0,2996.312201,0,0,0,0,0,0,0,0,0,0,0,1586.471836,6630.974288,0,0,0,0,0,0,0,0,0
Pantothenic acid_3,3653.014841,2644.403918,5335.180088,2886.769788,0,0,0,0,0,0,0,0,0,0,0,0,0,1321.994037,13570.82614,3493.992246,0,21409.47118,0,0,0,0,7449.177553,0,4641.005733,0,11809.9521,0,0,3470.210888,3833.617396,4483.642008,0,0,1631.218627,0,0,0,5294.071253,0
Pantothenic acid_4,1912.245157,4335.636379,3598.854479,3069.989624,137.1162176,2909.246619,618.4062954,1436.484621,3030.511741,885.200144,2344.325301,6341.895023,5850.449376,3545.524635,5205.148596,4741.489073,4070.998779,5931.329464,494.1140244,1439.889963,3144.223214,1822.66314,1434.226782,5914.357605,0,2998.298613,3558.615286,2089.648443,3792.607876,2966.284492,0,913.5701209,1651.394111,6084.166508,2666.075363,558.68134,4970.612653,1078.405184,0,6784.685956,0,1627.974372,5389.80422,4885.62902
Pantothenic acid_5,1586.728832,3458.539165,8106.029772,10815.8658,5359.444311,5632.946681,8508.893601,5581.94586,7779.290017,6807.133327,8417.513516,9985.202174,10107.33295,2056.536166,8467.827672,1230.955074,7761.622742,10507.60327,12256.34645,4253.198079,7231.731288,4640.023104,10061.14901,5998.911977,12436.79108,9612.898325,5531.0704,386.0518625,1482.032883,11864.68028,8415.642325,9161.662704,8129.107587,7925.521663,4107.176985,5332.272002,4701.13916,5375.190518,7419.880114,5378.719315,10773.2809,1013.40986,10020.47505,5235.321844
Pantothenic acid_6,1225.003915,835.93428,815.1596176,729.9282812,1775.895916,722.7282342,449.268542,0,1634.363968,266.2435062,1397.389485,45.3256144,145.8346386,968.0671057,0,115.1874496,0,0,0,0,526.1337933,42.09243995,0,0,2091.581655,0,0,1423.263551,333.7905286,247.7372314,246.4741882,1034.475947,616.2377802,1715.295487,1073.087077,1540.153979,1040.168262,415.3019568,0,340.2903703,0,0,0,2961.05594
